"id","productname","sales_count","base_stock","turnover_ratio","partition_date"
1536,크랜베리 농축 분말 가루 파우더 해썹 인증 200gx1통,1,9,0.111111,"2025-04-09"
1537,다진마늘 240g,2,38,0.0526316,"2025-04-09"
1538,순후추 50g,2,35,0.0571429,"2025-04-09"
1539,리고 100% 땅콩버터 청키 453g,2,9,0.222222,"2025-04-09"
1540,[냉동][국산] 통영굴 (800g/팩),1,10,0.1,"2025-04-09"
1541,[냉동][인도] 킹 칵테일 새우살 (26-30) (450g),1,8,0.125,"2025-04-09"
1542,흙대파 750g,6,57,0.105263,"2025-04-09"
1543,만번치댄 사누끼 우동면 230g*5,1,11,0.0909091,"2025-04-09"
1544,CJ 더건강한닭가슴살순살케이준 100g,1,8,0.125,"2025-04-09"
1545,프레시 버터 80g*3입(해동),1,10,0.1,"2025-04-09"
1546,소금을 넣지 않은 쿠킹버터 450g,2,19,0.105263,"2025-04-09"
1547,[화이트와인] 에코 소비뇽 블랑,1,8,0.125,"2025-04-09"
1548,깊은 향 남도 깐마늘 (200g),1,10,0.1,"2025-04-09"
1549,올리브유 1L,1,16,0.0625,"2025-04-09"
1550,[20%]발혼도 리제르바 까바 브뤼 나뛰르 750mL,1,10,0.1,"2025-04-09"
1551,[칠레산] 스위타 청포도 (800g),1,10,0.1,"2025-04-09"
1552,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx1병,2,26,0.0769231,"2025-04-09"
1553,백설 100%통들깨들기름 320ml,1,8,0.125,"2025-04-09"
1554,백설 하프칼로리 참깨드레싱,1,10,0.1,"2025-04-09"
1555,[코카콜라직영] 환타 오렌지 300ml 24입,1,10,0.1,"2025-04-09"
1556,[페루산] 바로 먹는 후숙 아보카도 (3~4입 600g),1,10,0.1,"2025-04-09"
1557,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx3병,1,16,0.0625,"2025-04-09"
1558,맛술 830ml(생강&매실),2,40,0.05,"2025-04-09"
1559,시골참기름 300ml(병),1,14,0.0714286,"2025-04-09"
1560,제주산 다진마늘 260g,2,49,0.0408163,"2025-04-09"
1561,버터밀크팬케이크믹스180g,1,8,0.125,"2025-04-09"
1562,몬도 스파게티면 스파게티 파스타면 500g 8개,1,17,0.0588235,"2025-04-09"
1563,우유 오리지널 후레쉬팩 900ML*2,1,10,0.1,"2025-04-09"
1564,[냉동][인도] 점보 칵테일 새우살 (21-25) (450g),1,10,0.1,"2025-04-09"
1565,[보자기무료포장]올바른감 반건시 곶감 선물세트(중과26입 1.5kg내외),1,9,0.111111,"2025-04-09"
1566,불닭소스 200g,1,10,0.1,"2025-04-09"
1567,[백설] 하얀설탕 (1kg),1,19,0.0526316,"2025-04-09"
1568,[냉장] 제주흑돼지 고추장양념 불고기 600g,1,9,0.111111,"2025-04-09"
1569,하루채소 청양고추 (60g),3,30,0.1,"2025-04-09"
1570,특등급 국산콩 콩나물 340g,2,6,0.333333,"2025-04-09"
1571,친환경 양파 800g,1,38,0.0263158,"2025-04-09"
1572,다시마 더한 진간장 900ml,4,24,0.166667,"2025-04-09"
1573,국산고춧가루 190g,2,21,0.0952381,"2025-04-09"
1574,파머스픽 흙대파 (봉),4,65,0.0615385,"2025-04-09"
1575,[냉동] 한우 차돌박이 바로구이 300g,1,9,0.111111,"2025-04-09"
1576,순후추 100g,2,55,0.0363636,"2025-04-09"
1577,푸드맛남 순수 저온압착 참기름350ml+들기름350ml 총2병[35127587],4,24,0.166667,"2025-04-09"
1578,미원 맛소금 250g,2,15,0.133333,"2025-04-09"
1579,CJ 아삭통통숙주 380g,1,9,0.111111,"2025-04-09"
1580,황금 비율 바지락 멸치 육수한알 (25개),1,8,0.125,"2025-04-09"
1581,프레지덩 스프레더블치즈140g * 2입,1,9,0.111111,"2025-04-09"
1582,유명산지 감자 (2kg/박스),1,9,0.111111,"2025-04-09"
1583,사골육수 500g,1,8,0.125,"2025-04-09"
1584,백설 맛술 800ml(생강),2,46,0.0434783,"2025-04-09"
1585,다진마늘 450g (PET),5,39,0.128205,"2025-04-09"
1586,유기농 발아 깨소금 180g,1,24,0.0416667,"2025-04-09"
1587,백설 참치액 진 더 풍부한 맛 500g,4,36,0.111111,"2025-04-09"
1588,[수플린] 고당도 프리미엄 샤인머스켓 1.8KG 이상 과일선물 (3입/특품),1,7,0.142857,"2025-04-09"
1589,지구식단 넓은두부면 100g,1,9,0.111111,"2025-04-09"
1590,조은술세종 유기농 쌀소주 이도 22도 375ml,1,9,0.111111,"2025-04-09"
1591,백만송이버섯콤비(팩),1,9,0.111111,"2025-04-09"
1592,백설 흑설탕 1kg,1,23,0.0434783,"2025-04-09"
1593,[냉장] [1++ No.9] 한우 칼로 다진 다짐육 200g,2,12,0.166667,"2025-04-09"
1594,무항생제 닭 (볶음탕용) (800g),1,8,0.125,"2025-04-09"
1595,밥소믈리에 레시피 발아현미 영양 블랜딩미1kg,1,7,0.142857,"2025-04-09"
1596,이금기 팬더굴소스 510G,1,8,0.125,"2025-04-09"
1597,[냉장]1등급 구이5호 1kg (등심500g+채끝300g+안심200g) 농협안심한우 한우선물세트,1,9,0.111111,"2025-04-09"
1598,향이 진한 다진마늘 (200g),8,58,0.137931,"2025-04-09"
1599,불맛향미유 254ml,1,10,0.1,"2025-04-09"
1600,순창 재래식생된장 1kg,1,8,0.125,"2025-04-09"
1601,팽이버섯 (3입),2,8,0.25,"2025-04-09"
1602,친환경 애호박 1개 (150g내외),2,12,0.166667,"2025-04-09"
1603,두부로 만든 콩담백면 150g,2,9,0.222222,"2025-04-09"
1604,[위스키] 조니워커 블랙 루비 700ml,1,10,0.1,"2025-04-09"
1605,구운 김밥용 김 (10매/20g),1,9,0.111111,"2025-04-09"
1606,[냉장][노르웨이] 소금간 붉은볼락 (대 마리),1,11,0.0909091,"2025-04-09"
1607,[정호영]신선담은 간장게장 700g x 2팩 +양념게장 300g x 1팩,1,9,0.111111,"2025-04-09"
1608,진도 말린 울금 뿌리 울금차 300g,1,10,0.1,"2025-04-09"
1609,껍질벗긴 들깨가루 300g,3,11,0.272727,"2025-04-09"
1610,[냉동][국산] 손질 삼치살 (600g) (소금간),1,14,0.0714286,"2025-04-09"
1611,[CJ] 비비고 직화 들기름김 (12봉) (4.5g*12),2,9,0.222222,"2025-04-09"
1612,진간장 금F3 860ml,1,12,0.0833333,"2025-04-09"
1613,참깨 흑임자 드레싱 (220g),1,10,0.1,"2025-04-09"
1614,소소한하루 당근(봉),1,10,0.1,"2025-04-09"
1615,[필리핀산] Dole 스위티오 골드 파인애플 1통 (1.6kg내외),1,10,0.1,"2025-04-09"
1616,한끼에 하나씩 양배추 (통),1,10,0.1,"2025-04-09"
1617,[백설] 통감자를 갈아넣은 바삭 부침가루 1kg,1,9,0.111111,"2025-04-09"
1618,금산 울몸애 더덕선물세트(특)(2kg/45-55뿌리),1,9,0.111111,"2025-04-09"
1619,국산 고운 고춧가루 110g,1,14,0.0714286,"2025-04-09"
1620,감자맛전분99.9 350g,2,11,0.181818,"2025-04-09"
1621,해찬들 재래식된장 500g,3,9,0.333333,"2025-04-09"
1622,행복한콩 고소한 순두부 350g*2,1,11,0.0909091,"2025-04-09"
1623,청양고추(봉),1,25,0.04,"2025-04-09"
1624,고소한참기름320ml(병),1,15,0.0666667,"2025-04-09"
1625,국산 건표고버섯(슬라이스) 70g,1,7,0.142857,"2025-04-09"
1626,계란간장소스 300ml,1,19,0.0526316,"2025-04-09"
1627,담백한 살코기참치 90g,1,10,0.1,"2025-04-09"
1628,[냉동/미국산] 우삼겹 바로구이 (500g),1,9,0.111111,"2025-04-09"
1629,국내산 자숙 우엉채 600g 1팩,1,10,0.1,"2025-04-09"
1630,"9개월미만 양고기 양늑간살 1kg",1,9,0.111111,"2025-04-09"
1631,황태채 400g,1,7,0.142857,"2025-04-09"
1632,멸치액젓 500g,3,28,0.107143,"2025-04-09"
1633,어울림 건강차 2종 선물세트 5호 (우엉차돼지감자차),2,7,0.285714,"2025-04-09"
1634,슬라이스치즈 900g,1,9,0.111111,"2025-04-09"
1635,수제망 햇 양파 (1.8kg내외/망),3,36,0.0833333,"2025-04-09"
1636,[24년산] 당진해나루쌀 삼광10kg(특등급),1,10,0.1,"2025-04-09"
1637,줄기를 제거한 부드러운 완도미역 200g,1,10,0.1,"2025-04-09"
1638,참주가 매화랑 청화랑 6본 세트 매실 블루베리 소주,1,9,0.111111,"2025-04-09"
1639,[가격 역주행]시골집 참기름 300ml,1,30,0.0333333,"2025-04-09"
1640,우포의 아침 순수요리용 청주 미청 14도 1.5L 무가당,1,10,0.1,"2025-04-09"
1641,[냉동][호주산] 양지&척롤 샤브샤브 반반팩 (400g),2,10,0.2,"2025-04-09"
1642,두번달여더진한 진간장 1.7L,1,30,0.0333333,"2025-04-09"
1643,[무료배송] 광동 쌍화골드 100ml x 20병,1,10,0.1,"2025-04-09"
1644,속초특산물 반건조생선 선물세트 5호(고등어2임연수1볼락1가자미2부세3민어2),1,10,0.1,"2025-04-09"
1645,부드러운 손질 황태채 150g,1,9,0.111111,"2025-04-09"
1646,난이생생 계란 15개입 (왕란 1020g),3,13,0.230769,"2025-04-09"
1647,[빙그레] 모짜렐라 피자치즈 240g (60g*4팩),2,7,0.285714,"2025-04-09"
1648,샘표 새미네부엌 부추파김치양념 120g,1,11,0.0909091,"2025-04-09"
1649,간편한 채소믹스 (500g),1,10,0.1,"2025-04-09"
1650,[백설] 갈색설탕 (중백당) 1kg,1,23,0.0434783,"2025-04-09"
1651,옛날자른당면300g,1,9,0.111111,"2025-04-09"
1652,해찬들 고기전용쌈장 450g,1,9,0.111111,"2025-04-09"
1653,친환경 양파 1kg,2,30,0.0666667,"2025-04-09"
1654,Im perfect 대파 900g,5,66,0.0757576,"2025-04-09"
1655,미국산 유기농 건체리 567g,1,10,0.1,"2025-04-09"
1656,마니커무항생제닭볶음탕용1000g,1,10,0.1,"2025-04-09"
1657,지리산 건 고사리 말린 고사리 100g,1,10,0.1,"2025-04-09"
1658,국산 껍질벗긴 들깨가루 200g,1,9,0.111111,"2025-04-09"
1659,시골 들기름 300ml,1,8,0.125,"2025-04-09"
1660,동원참치액 진 500g,3,44,0.0681818,"2025-04-09"
1661,"2024년 햇참깨 1kg (국산참깨)",1,10,0.1,"2025-04-09"
1662,볶음깨소금 250g,1,23,0.0434783,"2025-04-09"
1663,헬스꼬기 지방제한 호주산 소고기 다짐육 150gX5팩,1,17,0.0588235,"2025-04-09"
1664,국내산 건조 무청 시래기 나물 200g,1,11,0.0909091,"2025-04-09"
1665,맛있는 국산 흑찰옥수수 180g,1,10,0.1,"2025-04-09"
1666,올리브오일 500ml(오히블랑카),1,9,0.111111,"2025-04-09"
1667,밥소믈리에 레시피 가바현미 오곡 블렌딩미1kg,1,9,0.111111,"2025-04-09"
1668,[가정의 달]건어물 특선선물세트 6호(조림멸치대멸치새우지주식재래김쌈다시마 外),1,9,0.111111,"2025-04-09"
1669,브로콜리 (2입/봉),1,9,0.111111,"2025-04-09"
1670,세척당근 600g (3~5입),1,11,0.0909091,"2025-04-09"
1671,설탕대신 알룰로스 위드 몽크프루트 830g,2,17,0.117647,"2025-04-09"
1672,[무항생제해발500]냉장등갈비구이용500g,1,9,0.111111,"2025-04-09"
1673,백설 요리올리고당 1.2kg,1,14,0.0714286,"2025-04-09"
1674,튜브형 다진마늘 80g,1,58,0.0172414,"2025-04-09"
1675,백종원의 본가 소갈비찜 500g *7팩,1,10,0.1,"2025-04-09"
1676,[27%]라세니 스몰배치 750mL,1,10,0.1,"2025-04-09"
1677,흙당근 (1kg),2,14,0.142857,"2025-04-09"
1678,무항생제 두마리 영계 1kg (500g*2),1,9,0.111111,"2025-04-09"
1679,[냉동][국산] 손질 가자미 (500g) (소금간),1,12,0.0833333,"2025-04-09"
1680,곡물 그대로의 고소함이 살아있는 볶은 현미 통곡물 200g,1,8,0.125,"2025-04-09"
1681,완도 자른다시마 200g,1,10,0.1,"2025-04-09"
1682,해찬들 초고추장 500g,1,10,0.1,"2025-04-09"
1683,무순 (80g),1,8,0.125,"2025-04-09"
1684,[냉장][국산] 우렁살 (400g/팩),1,10,0.1,"2025-04-09"
1685,국산콩두부300g*2입,1,9,0.111111,"2025-04-09"
1686,씻어나온 국산 고춧가루 200g,1,16,0.0625,"2025-04-09"
1687,브로슈낭 프로방스 포도씨유 1L,1,9,0.111111,"2025-04-09"
1688,하프 케찹 475g,1,10,0.1,"2025-04-09"
1689,참 진한 들기름 320ml,1,9,0.111111,"2025-04-09"
1690,옛날 볶음참깨 200g,1,9,0.111111,"2025-04-09"
1691,찹쌀 3kg,1,10,0.1,"2025-04-09"
1692,한끼오트밀 450g (30g*15봉),1,8,0.125,"2025-04-09"
1693,백설 5가지재료 튀김가루 1kg,1,10,0.1,"2025-04-09"
1694,곡성 무농약 깐토란 1kg /,1,9,0.111111,"2025-04-09"
1695,소소한하루 양파,1,24,0.0416667,"2025-04-09"
1696,[해동][아르헨티나] 손질 오징어 (대 마리),1,8,0.125,"2025-04-09"
1697,순창 재래식생된장 500g,1,8,0.125,"2025-04-09"
1698,맛선생 멸치디포리 국물내기 한알 100g,1,8,0.125,"2025-04-09"
1699,오리지널청키쿠키,1,9,0.111111,"2025-04-09"
1700,야쿠르트 라이트(65ml*20입),1,10,0.1,"2025-04-09"
1701,국산 참기름 250ml,1,20,0.05,"2025-04-09"
1702,미원 맛소금 95g,1,17,0.0588235,"2025-04-09"
1703,쿨피치930ml,1,10,0.1,"2025-04-09"
1704,가시오이 (4입/봉),1,9,0.111111,"2025-04-09"
1705,돈까스소스 470g,1,10,0.1,"2025-04-09"
1706,쉐프의 치킨스톡 340g,1,7,0.142857,"2025-04-09"
1707,[물맛남] 품질보장 통영 당일작업 생굴 2kg,1,11,0.0909091,"2025-04-09"
1708,[MORN] 스위트 칠리소스 295ml,1,10,0.1,"2025-04-09"
1709,생강&매실 맛술830ml,3,29,0.103448,"2025-04-10"
1710,푸드맛남 순수 저온압착 참기름350ml+들기름350ml 총2병[35127587],3,20,0.15,"2025-04-10"
1711,[SSG] 건망고슬라이스 250g,1,10,0.1,"2025-04-10"
1712,참 진한 들기름 320ml,1,8,0.125,"2025-04-10"
1713,[생물][국산] 구이용 생삼치 (특) (1~2미 총 500g 내외),1,9,0.111111,"2025-04-10"
1714,볶음깨소금 250g,2,22,0.0909091,"2025-04-10"
1715,사각다시마 150g,1,8,0.125,"2025-04-10"
1716,[수산복해] 국내산 볶은 우엉 250g,1,10,0.1,"2025-04-10"
1717,"3년근 국산 약도라지 건도라지 길경 300g",1,10,0.1,"2025-04-10"
1718,정성깃든된장 1kg,3,10,0.3,"2025-04-10"
1719,향이 진한 다진마늘 (200g),3,50,0.06,"2025-04-10"
1720,맛술 830ml(생강&매실),1,38,0.0263158,"2025-04-10"
1721,백설 5가지재료 튀김가루 1kg,2,9,0.222222,"2025-04-10"
1722,동원참치액 진 500g,4,41,0.097561,"2025-04-10"
1723,[우병철님 생산] 상주곶감 선물용 반건시 1.2kg(40-45g)30과,1,9,0.111111,"2025-04-10"
1724,호주산 사골 2.5kg 내외,1,10,0.1,"2025-04-10"
1725,청경채 500g GAP인증,1,8,0.125,"2025-04-10"
1726,[냉동][베트남] 손질 주꾸미 (12미 400g 내외],1,10,0.1,"2025-04-10"
1727,순수천혜염 천일염 가는소금 500g,1,17,0.0588235,"2025-04-10"
1728,굴소스 490g,1,8,0.125,"2025-04-10"
1729,CJ백설 허브맛솔트 50g(마늘맛),2,8,0.25,"2025-04-10"
1730,[백설] 하얀설탕 (1kg),3,18,0.166667,"2025-04-10"
1731,깨끗한 양배추 1.5kg,1,6,0.166667,"2025-04-10"
1732,진간장 금F3 860ml,3,11,0.272727,"2025-04-10"
1733,다진마늘 240g,3,36,0.0833333,"2025-04-10"
1734,친정엄마 고춧가루 200g,3,24,0.125,"2025-04-10"
1735,백설 멸치디포리가득 육수에는 1분링 80g,2,7,0.285714,"2025-04-10"
1736,가쓰오우동4인 933.2g,1,9,0.111111,"2025-04-10"
1737,백설 맛술 800ml(생강),5,44,0.113636,"2025-04-10"
1738,미원 맛소금 95g,5,16,0.3125,"2025-04-10"
1739,양파 (1.8kg),2,34,0.0588235,"2025-04-10"
1740,한돈케이크 1400g 돼지고기선물세트_삼겹살/목살/항정살/가브리살,4,53,0.0754717,"2025-04-10"
1741,하루채소 대파 (200g),8,41,0.195122,"2025-04-10"
1742,백설 흑설탕 1kg,3,22,0.136364,"2025-04-10"
1743,튜브형 다진마늘 80g,5,57,0.0877193,"2025-04-10"
1744,불닭소스 200g,1,9,0.111111,"2025-04-10"
1745,[기장] 비빔밥용 해초샐러드 (10g) (비빔소스50g 동봉),1,7,0.142857,"2025-04-10"
1746,하루채소 청양고추 (60g),5,27,0.185185,"2025-04-10"
1747,[냉동][국산] 급속냉동 통영 굴 (500g),1,10,0.1,"2025-04-10"
1748,금산 울몸애 더덕선물세트(상)(1kg/35-45뿌리),1,9,0.111111,"2025-04-10"
1749,찹쌀 3kg,1,9,0.111111,"2025-04-10"
1750,무 (1입/봉),1,10,0.1,"2025-04-10"
1751,무농약 혼합15곡 3kgX2ea,1,9,0.111111,"2025-04-10"
1752,요리연구가 이종임 알배기 간장게장 2kg,1,9,0.111111,"2025-04-10"
1753,[냉동][국산] 손질 삼치살 (600g) (소금간),1,13,0.0769231,"2025-04-10"
1754,시골 들기름 300ml,1,7,0.142857,"2025-04-10"
1755,홈스타일 로제 스파게티 소스 400g,1,10,0.1,"2025-04-10"
1756,흙당근 (1kg),4,22,0.181818,"2025-04-10"
1757,프리미엄 2주 넛츠 300g,1,10,0.1,"2025-04-10"
1758,[냉동] 한우 1등급 차돌박이 (300g),1,10,0.1,"2025-04-10"
1759,통흑후추65g,2,19,0.105263,"2025-04-10"
1760,미원 맛소금 250g,2,13,0.153846,"2025-04-10"
1761,허브맛솔트마늘양파 52g,3,27,0.111111,"2025-04-10"
1762,아삭숙주 350g,2,9,0.222222,"2025-04-10"
1763,담백한 샤브샤브 육수 200g,1,8,0.125,"2025-04-10"
1764,백설 키위 드레싱 (115g),1,10,0.1,"2025-04-10"
1765,순창 쌈장 500g,1,9,0.111111,"2025-04-10"
1766,[백설] 갈색설탕 (중백당) 1kg,1,22,0.0454545,"2025-04-10"
1767,통흑후추 그라인더 65g,3,21,0.142857,"2025-04-10"
1768,와다칸3배농축콘부쯔유300ml,1,10,0.1,"2025-04-10"
1769,두번달여더진한 진간장 1.7L,1,27,0.037037,"2025-04-10"
1770,[무항생제해발500]냉장등갈비구이용500g,2,8,0.25,"2025-04-10"
1771,[물맛남] 국내산 신선한 생굴 3kg,1,10,0.1,"2025-04-10"
1772,월계수잎 20g(파우치),2,8,0.25,"2025-04-10"
1773,밥소믈리에 레시피 신동진 블렌딩 1kg,2,7,0.285714,"2025-04-10"
1774,친환경 양파 1kg,4,28,0.142857,"2025-04-10"
1775,어울림 건강차 2종 보틀 선물세트 3호 (우엉차팥차),1,10,0.1,"2025-04-10"
1776,씻어나온 국산 고춧가루 200g,1,15,0.0666667,"2025-04-10"
1777,파머스픽 흙대파 (봉),3,61,0.0491803,"2025-04-10"
1778,어린잎&새싹 샐러드 300g,1,10,0.1,"2025-04-10"
1779,반쪽 양배추 800g,2,7,0.285714,"2025-04-10"
1780,올리브오일 500ml(아르베키나),1,10,0.1,"2025-04-10"
1781,유기농 발아 깨소금 180g,2,23,0.0869565,"2025-04-10"
1782,Westgold 버터 400g,1,7,0.142857,"2025-04-10"
1783,자연산 손질새조개 12팩[35126425],1,10,0.1,"2025-04-10"
1784,자연담은 유기농 오트밀 가루 500g,1,10,0.1,"2025-04-10"
1785,백설 100%통참깨참기름 320ml,2,21,0.0952381,"2025-04-10"
1786,[생산자직송] 진도 조득환님의 구기자가루 선물세트 100gx4,1,9,0.111111,"2025-04-10"
1787,계란간장소스 300ml,1,18,0.0555556,"2025-04-10"
1788,화순 윤영교님 황토밭 3년근 2kg (채반+보자기+택배박스),1,10,0.1,"2025-04-10"
1789,하루채소 깻잎,1,9,0.111111,"2025-04-10"
1790,[다향] 오리 고추장 주물럭용 (500g),1,7,0.142857,"2025-04-10"
1791,순후추 50g,2,33,0.0606061,"2025-04-10"
1792,제주산 다진마늘 260g,1,47,0.0212766,"2025-04-10"
1793,[냉동][국산] 반건조 민어 (1미 230g) (소금간),2,14,0.142857,"2025-04-10"
1794,멸치액젓 500g,3,25,0.12,"2025-04-10"
1795,인큐 애호박 200g (1입),2,16,0.125,"2025-04-10"
1796,수제망 햇 양파 (1.8kg내외/망),2,33,0.0606061,"2025-04-10"
1797,[수플린] 고당도 프리미엄 샤인머스켓 1.8KG 이상 과일선물 (3입/특품),1,11,0.0909091,"2025-04-10"
1798,국산 고운 고춧가루 110g,1,22,0.0454545,"2025-04-10"
1799,다시마면 세트 25인분(다시마면X25+비빔소스X15+메밀소바소스X10)..[35093606],2,11,0.181818,"2025-04-10"
1800,[냉장] 한우 국거리(절단)1+등급300g,1,10,0.1,"2025-04-10"
1801,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx3병,1,15,0.0666667,"2025-04-10"
1802,유명산지 감자 (1kg),1,8,0.125,"2025-04-10"
1803,골뱅이 300g,1,10,0.1,"2025-04-10"
1804,밥새우 500g 새우반찬 아이들반찬,2,7,0.285714,"2025-04-10"
1805,아욱 150g,1,9,0.111111,"2025-04-10"
1806,국산콩두부300g*2입,1,8,0.125,"2025-04-10"
1807,하우스 햇 감자 (1kg),1,8,0.125,"2025-04-10"
1808,[냉장] 제주흑돼지 고추장양념 불고기 600g,1,8,0.125,"2025-04-10"
1809,친환경 양파 800g,3,37,0.0810811,"2025-04-10"
1810,촌두부 550g,1,9,0.111111,"2025-04-10"
1811,Im perfect 대파 900g,2,61,0.0327869,"2025-04-10"
1812,[냉동/미국산] 우삼겹 바로구이 (500g),1,8,0.125,"2025-04-10"
1813,[20%]발혼도 리제르바 까바 브뤼 나뛰르 750mL,1,9,0.111111,"2025-04-10"
1814,[생물][국산] 온가족 손질 바다장어 (700g/박스),2,8,0.25,"2025-04-10"
1815,샘표 새미네부엌 부추파김치양념 120g,1,10,0.1,"2025-04-10"
1816,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx1병,2,24,0.0833333,"2025-04-10"
1817,다진마늘 450g (PET),2,34,0.0588235,"2025-04-10"
1818,향긋한 들기름 320ml,1,5,0.2,"2025-04-10"
1819,[가정의 달]제주 은갈치 선물세트 2호 (은갈치 특대 4미),2,10,0.2,"2025-04-10"
1820,다시다 명품 골드 100g,1,9,0.111111,"2025-04-10"
1821,지구식단 얇은두부면 100g,3,6,0.5,"2025-04-10"
1822,냉동 척아이롤 소고기 국거리 1.2kg,2,10,0.2,"2025-04-10"
1823,냉동 삶은 홍찰 옥수수 20개(12~14cm내외),1,10,0.1,"2025-04-10"
1824,프리미엄 와규(MB6-7) 선물세트,1,8,0.125,"2025-04-10"
1825,[코카콜라직영] 환타 오렌지 300ml 24입,1,9,0.111111,"2025-04-10"
1826,파슬리9g(스테인리스&유리병 용기),1,10,0.1,"2025-04-10"
1827,[냉동][인도] 칵테일 새우살 (31-40)(450g/팩),1,9,0.111111,"2025-04-10"
1828,진도 말린 울금 뿌리 울금차 300g,1,9,0.111111,"2025-04-10"
